Unnamed: 0,order_id,order_item_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_id,seller_city,seller_state,seller_zip_code_prefix,payment_type,payment_sequential,payment_installments,price,freight_value,payment_value,shipping_limit_date,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day_of_purchase,month_of_purchase,year_of_purchase,month/year_of_purchase,order_status,order_unique_id
68198,52f166ce5fa053bbb27d317e4fd231b7,1,1b848bc58de81ae1b800cf3a4571bedf,2db7f214cad74f77bf16ddd07ec20b35,17606,tupa,SP,63085bb4366ded27bcb63cbb59b4103a,bebes,53.0,872.0,2.0,13100.0,38.0,47.0,44.0,5dceca129747e92ff8ef7a997dc4f8ca,santa barbara d´oeste,SP,13450,credit_card,1,4,428.0,18.51,446.51,2018-04-24 20:30:57,2018-04-18 20:13:31,2018-04-18 20:32:54,2018-04-20 22:38:37,2018-04-26 20:11:48,2018-05-11 00:00:00,Wednesday,April,2018,April-2018,delivered,52f166ce5fa053bbb27d317e4fd231b7-1
11680,93d3acc57bd28d53e25e2624c13c470d,1,d472dbf6ecbea44dbc6078d5bb5c0c6d,48a7f33564edf88c8326c3ee34bf9c0c,13940,aguas de lindoia,SP,423b46d7ff817b1cd19ab195c7b76546,relogios_presentes,59.0,160.0,5.0,200.0,16.0,2.0,20.0,6560211a19b47992c3666cc44a7e94c0,sao paulo,SP,5849,boleto,1,1,55.0,12.83,67.83,2018-05-25 02:55:12,2018-05-21 11:06:07,2018-05-23 02:55:12,2018-05-23 11:20:00,2018-06-01 20:51:58,2018-06-05 00:00:00,Monday,May,2018,May-2018,delivered,93d3acc57bd28d53e25e2624c13c470d-1
93335,1452442fe3e8cc6d3a1a8d8fc92dc019,1,8b9e671a305b19a4f7a11ce24badf10e,96aba7659e376a8796bd19b79a1f3c46,32223,contagem,MG,eb2e510c7e0f62651d0156e769928970,automotivo,51.0,817.0,2.0,150.0,20.0,6.0,17.0,1d4587203296c8f4ad134dc286fa6db0,sao paulo,SP,5101,boleto,1,1,24.9,15.23,40.13,2018-04-26 17:30:50,2018-04-19 00:41:11,2018-04-24 18:37:45,2018-04-23 23:17:36,2018-04-30 19:28:46,2018-05-14 00:00:00,Thursday,April,2018,April-2018,delivered,1452442fe3e8cc6d3a1a8d8fc92dc019-1
96575,ee0d500361ede7d039d9ce2eac9b8f99,1,c1884edad7ac84fd6d66a350977f6c27,8972983f6642f70abccfcc8e3978804d,87010,maringa,PR,94f8c822a2c9d476088ac45227f8226c,telefonia,38.0,556.0,1.0,300.0,23.0,4.0,12.0,9d39404483343dd55c7ae254494d8388,sao paulo,SP,1044,boleto,1,1,33.9,15.1,49.0,2017-12-06 03:21:41,2017-11-25 10:53:06,2017-11-28 03:31:36,2017-11-30 21:18:54,2017-12-06 23:05:41,2017-12-21 00:00:00,Saturday,November,2017,November-2017,delivered,ee0d500361ede7d039d9ce2eac9b8f99-1
60997,2b4d04cfb81d2dbb1ab48f9e2a7ac6b9,3,08a0a61f98f22952682f7e463ef2d43e,478098554da8910383d47ec3788a9905,19912,ourinhos,SP,b072511d69a5b161d8e80815898ed960,cama_mesa_banho,54.0,662.0,1.0,600.0,22.0,4.0,28.0,b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,SP,14940,boleto,1,1,21.99,12.79,208.68,2018-03-22 02:40:31,2018-03-16 09:18:35,2018-03-17 02:40:31,2018-03-19 23:58:53,2018-03-23 21:54:48,2018-04-04 00:00:00,Friday,March,2018,March-2018,delivered,2b4d04cfb81d2dbb1ab48f9e2a7ac6b9-3
46680,751161aadc4b3f4e09ace1f4ea2c146a,1,e648e9f600dd3dffe651b1d7cd0dd0ef,772c4d116b85873c6d1b797314b70c4c,24914,marica,RJ,e4bc98f06b9893b763bb17a152219b87,cama_mesa_banho,58.0,150.0,1.0,1400.0,40.0,10.0,35.0,2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,SP,14940,credit_card,1,4,79.99,13.83,247.64,2017-10-18 00:21:31,2017-10-10 23:12:54,2017-10-10 23:21:31,2017-10-11 17:35:57,2017-10-17 17:48:55,2017-11-03 00:00:00,Tuesday,October,2017,October-2017,delivered,751161aadc4b3f4e09ace1f4ea2c146a-1
34192,d6e14e286083e99ba8571e9e8baac0b6,1,5054c030ff40c8dc6de75d4241035577,e060ce3f724dd891cb20ec0f63e9f268,14806,araraquara,SP,405b91eb4d099e9985d4c2342381e919,perfumaria,41.0,909.0,1.0,383.0,21.0,16.0,22.0,620c87c171fb2a6dd6e8bb4dec959fc6,petropolis,RJ,25645,credit_card,1,8,179.9,20.45,200.35,2018-08-27 19:05:19,2018-08-22 18:57:21,2018-08-22 19:05:19,2018-08-23 14:53:00,2018-08-30 17:58:53,2018-09-11 00:00:00,Wednesday,August,2018,August-2018,delivered,d6e14e286083e99ba8571e9e8baac0b6-1
8160,29eb489b23b22ac3a867b2408dac5575,1,53f2297d5ee760eb3894415f07057fbf,0818fd5881c1dbf55c91d4cbd10c6973,11355,sao vicente,SP,ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38.0,735.0,5.0,800.0,20.0,20.0,20.0,1c129092bf23f28a5930387c980c0dfc,sao paulo,SP,2972,credit_card,1,2,45.9,9.34,55.24,2017-10-23 22:49:10,2017-10-17 22:29:39,2017-10-17 22:49:10,2017-10-23 15:43:50,2017-10-30 14:42:58,2017-10-27 00:00:00,Tuesday,October,2017,October-2017,delivered,29eb489b23b22ac3a867b2408dac5575-1
74167,0f14db1abb2772e95d78a72c30d69678,1,3563b65918969aa4770325856ec0c256,6dcf48fcc0c4d96dd7af8a0897ae9de8,88070,florianopolis,SC,812f428f6757ab16c46cffc68f2e90c5,moveis_decoracao,53.0,1991.0,2.0,600.0,60.0,7.0,14.0,eed78ac17f7f795a19a709745f00cd4e,botucatu,SP,18608,voucher,2,1,59.8,12.74,53.45,2018-04-19 10:11:04,2018-04-11 02:48:15,2018-04-13 10:11:04,2018-04-13 21:53:31,2018-04-20 20:19:12,2018-05-08 00:00:00,Wednesday,April,2018,April-2018,delivered,0f14db1abb2772e95d78a72c30d69678-1
29901,6ef39ba9ebeec91e5c34444a2c9bbb24,1,78617a723b4d69cf675ae0719ac052ed,7c1987cd6598d55b54945bb661ddf4cd,1529,sao paulo,SP,461f43be3bdf8844e65b62d9ac2c7a5a,relogios_presentes,35.0,591.0,3.0,444.0,20.0,14.0,16.0,4869f7a5dfa277a7dca6462dcf3b52b2,guariba,SP,14840,credit_card,1,10,129.0,12.32,141.32,2017-12-04 01:48:30,2017-11-24 01:36:16,2017-11-24 01:48:30,2017-11-27 15:07:46,2017-12-02 14:07:58,2017-12-14 00:00:00,Friday,November,2017,November-2017,delivered,6ef39ba9ebeec91e5c34444a2c9bbb24-1
1025,319d398b7ec933febdefe3104dcb8679,1,ab8cb67d593249c068209ba6f8b79a81,827b555bb023de4e3e0a593d365a786e,37965,jacui,MG,617186c3d97ea56c9c683a8a3974e8c1,perfumaria,59.0,1071.0,1.0,550.0,21.0,12.0,20.0,cc419e0650a3c5ba77189a1882b7556a,santo andre,SP,9015,credit_card,1,3,84.99,15.34,100.33,2017-09-27 20:05:50,2017-09-19 19:52:22,2017-09-19 20:05:50,2017-09-21 17:48:25,2017-09-26 19:43:41,2017-10-16 00:00:00,Tuesday,September,2017,September-2017,delivered,319d398b7ec933febdefe3104dcb8679-1
105606,649fbfef8ead059794ca4dff975904d0,2,4a4a9d30308a7275440ff5514f22d367,f39b62573b5f639fa59972191980b9ec,7179,guarulhos,SP,0d9374142ba86a7c22357ea192bcfde6,utilidades_domesticas,60.0,1126.0,3.0,1275.0,27.0,26.0,27.0,276677b5d08786d5dce7c2149dcce48b,belo horizonte,MG,31730,credit_card,1,1,63.9,11.49,150.78,2018-04-27 16:31:17,2018-04-23 16:20:13,2018-04-24 17:43:52,2018-04-24 02:17:23,2018-05-03 19:51:27,2018-05-11 00:00:00,Monday,April,2018,April-2018,delivered,649fbfef8ead059794ca4dff975904d0-2
93611,2067304dd97d2618d28b09e9ce3637d0,1,bc6063f0f2cde26bee12b9e77cf5b747,53a956fd1b317f558495e09d9e8e0fbe,85988,entre rios do oeste,PR,9fab8bd1f9c69cf2301b8ad3bec47480,automotivo,59.0,759.0,6.0,250.0,30.0,11.0,20.0,dfa0c4c6229ab200a4a1336b4d7128ff,florianopolis,SC,88085,boleto,1,1,39.0,18.23,57.23,2018-06-18 04:31:24,2018-06-10 21:23:13,2018-06-12 04:35:38,2018-06-12 15:31:00,2018-06-21 15:28:40,2018-07-13 00:00:00,Sunday,June,2018,June-2018,delivered,2067304dd97d2618d28b09e9ce3637d0-1
88035,2deab87eacecced409eb4e2f9b2a4372,1,4633bda7d6d511e0846d74188f9f2af4,4c93bb366037da40abc2a89301442560,25901,mage,RJ,cbff1df298f7bfd7b65557cfc4133d62,beleza_saude,44.0,1168.0,1.0,450.0,16.0,21.0,20.0,8b2492b7ff4468839593fafeed55bad9,sao goncalo,RJ,24451,credit_card,1,2,168.48,9.55,178.03,2018-03-09 14:15:27,2018-03-05 14:03:00,2018-03-05 14:15:27,2018-03-06 18:46:47,2018-03-07 21:33:01,2018-03-19 00:00:00,Monday,March,2018,March-2018,delivered,2deab87eacecced409eb4e2f9b2a4372-1
84678,6d500e2b59a785bd8fec15acb73d341e,1,3df8ec244fd52b4f949b5720ff19fb8c,9e113fe180c2a124378508d3c1d39f61,4117,sao paulo,SP,e1e932dfb67414e80b87ad97688cf2a3,brinquedos,45.0,404.0,5.0,3850.0,52.0,7.0,55.0,fde0cc9ea29c8ccfc0a2c22256a58c71,curitiba,PR,81650,credit_card,1,3,99.0,24.82,123.82,2018-04-12 22:55:16,2018-04-08 22:45:34,2018-04-08 22:55:16,2018-04-09 21:08:50,2018-04-14 15:07:46,2018-05-07 00:00:00,Sunday,April,2018,April-2018,delivered,6d500e2b59a785bd8fec15acb73d341e-1
75496,c23fa8593c1bb932ba79051a7e201255,1,4b770dd96eb1044d71a01036152f40ff,2f50a4f1534f6261bbb20ffb1c76a6b1,4864,sao paulo,SP,9c60b810e32e14c3a278742567720634,moveis_escritorio,47.0,559.0,1.0,17400.0,63.0,58.0,26.0,5058e8c1e82653974541e83690655b4a,itaquaquecetuba,SP,8583,credit_card,1,6,189.98,32.72,445.4,2018-04-15 21:55:22,2018-03-26 21:43:37,2018-03-26 21:55:22,2018-04-19 22:12:48,2018-05-02 21:08:56,2018-04-20 00:00:00,Monday,March,2018,March-2018,delivered,c23fa8593c1bb932ba79051a7e201255-1
102784,f62fdeb39023106b1bb98bee97a54a87,1,598906e581679bc9af2e1f1ebaca663c,cec1e2609b0eb4dbc9b556a9a3a104d3,58125,alagoa nova,PB,9a07babc9b1d5d84b1e2422f8b55fd42,relogios_presentes,57.0,462.0,1.0,475.0,26.0,13.0,16.0,c66dccfb3f109511246da627dd5a2498,registro,SP,11900,credit_card,1,8,113.0,51.29,164.29,2018-03-29 18:15:20,2018-03-22 18:19:14,2018-03-23 18:15:20,2018-03-26 21:49:06,2018-04-23 17:26:59,2018-04-24 00:00:00,Thursday,March,2018,March-2018,delivered,f62fdeb39023106b1bb98bee97a54a87-1
80964,b9d8b4ec472a40d54e329cc366627cba,1,91148129257266109dbd9be00f9447be,b7de244d2a0dedef19bccddfe6afc999,3618,sao paulo,SP,08a58dc963320d6073623382b9ceb920,informatica_acessorios,56.0,2590.0,5.0,400.0,17.0,7.0,13.0,8e8a7ce9f2f970dc00e2acf6f6e199f6,sao goncalo,RJ,24710,boleto,1,1,129.0,15.78,144.78,2018-04-24 02:31:05,2018-04-16 16:33:22,2018-04-18 02:31:41,2018-04-18 18:56:39,2018-04-23 17:21:25,2018-05-10 00:00:00,Monday,April,2018,April-2018,delivered,b9d8b4ec472a40d54e329cc366627cba-1
60093,7ecd374aaadf068b768dd0552a8b5b0d,1,d2679c6827c9f5794e9c0cbfb82df5e9,57ea1093083f5108f87441bc93e0a2f2,20720,rio de janeiro,RJ,907c84d5b8961d53ba1b803638fffcad,pet_shop,61.0,1257.0,4.0,620.0,14.0,8.0,12.0,e24fc9fcd865784fb25705606fe3dfe7,braganca paulista,SP,12913,credit_card,1,4,180.0,20.23,200.23,2018-03-23 07:50:48,2018-03-18 05:06:23,2018-03-19 07:50:48,2018-03-20 21:48:48,2018-04-26 16:48:52,2018-04-19 00:00:00,Sunday,March,2018,March-2018,delivered,7ecd374aaadf068b768dd0552a8b5b0d-1
75068,57e15c1ad29a85e248eeefad05d29453,1,f0289c6986fdfbe99462623ab490d8c2,c6b85e905cf24c14d9a115839c6f65dd,13215,jundiai,SP,bf3a3366c9e0b1f5e8de3447d79c19dd,pet_shop,56.0,1795.0,4.0,1250.0,30.0,10.0,18.0,6061155addc1e54b4cfb51c1c2a32ad8,campinas,SP,13043,credit_card,1,10,955.0,17.71,972.71,2018-08-06 09:05:09,2018-07-31 08:48:58,2018-07-31 09:05:09,2018-07-31 14:55:00,2018-08-01 22:14:08,2018-08-08 00:00:00,Tuesday,July,2018,July-2018,delivered,57e15c1ad29a85e248eeefad05d29453-1
59932,9d343b43e2a3552fdfaff5ad21a9af61,1,a0c5cbf7dae5ccd736f5c2576bccf564,c6c431ac2e6fb4433711fa86143dc446,30431,belo horizonte,MG,5e2ba75ad255ff60b1c76c5bf526ae9b,beleza_saude,47.0,1346.0,2.0,500.0,20.0,8.0,20.0,f84a00e60c73a49e7e851c9bdca3a5bb,rio de janeiro,RJ,20756,credit_card,1,4,69.9,14.25,84.15,2017-04-06 01:05:30,2017-04-01 00:54:10,2017-04-01 01:05:30,2017-04-05 06:50:07,2017-04-17 17:36:58,2017-04-26 00:00:00,Saturday,April,2017,April-2017,delivered,9d343b43e2a3552fdfaff5ad21a9af61-1
90949,4534a8dd8fc9a1eccddc2bc6a7fd2ba2,1,6b419cdbd0dbc828c9fbd809cd6f983c,3f8f42bd3277d3483aafe9b39cf930a1,22783,rio de janeiro,RJ,78f29023586e374cdc3773ce0af6bd2c,construcao_ferramentas_construcao,46.0,1148.0,1.0,2100.0,16.0,29.0,36.0,960945e1a9535cbc0cd6ddd35fbe7ae8,sao paulo,SP,8290,credit_card,1,8,141.4,22.07,163.47,2018-06-14 10:30:24,2018-06-08 10:06:43,2018-06-08 11:05:05,2018-06-11 11:35:00,2018-06-27 18:02:11,2018-07-19 00:00:00,Friday,June,2018,June-2018,delivered,4534a8dd8fc9a1eccddc2bc6a7fd2ba2-1
73604,67fd617db75c8db65cca2054ac5c8bbd,1,5c4c65674f1e7ade0044898f308c14ae,3426c106fcffe88aa1c17ccce73ff4e8,22471,rio de janeiro,RJ,161c9558fccfbf0a9ed72b42285635ec,sinalizacao_e_seguranca,59.0,592.0,2.0,450.0,60.0,30.0,22.0,6481e96574816ead57975da2c0f6d80d,sorocaba,SP,18072,boleto,1,1,18.5,18.23,36.73,2018-05-04 03:15:22,2018-04-26 12:30:04,2018-04-27 03:15:22,2018-04-27 12:53:00,2018-05-04 01:34:36,2018-05-30 00:00:00,Thursday,April,2018,April-2018,delivered,67fd617db75c8db65cca2054ac5c8bbd-1
94168,546ffb713086001ce9f0009158f88b73,1,9fa9fdb373ab71b7d9081e43795accd2,a2bdb01d0f0103b75c7296bfc3b3d501,5831,sao paulo,SP,52e9413ed0d3e64b796aac2bc2291d50,esporte_lazer,54.0,790.0,6.0,200.0,17.0,10.0,11.0,7f2617c58d5d06806987308b45654351,sao paulo,SP,4571,boleto,1,1,149.9,9.24,159.14,2017-09-20 02:45:13,2017-09-13 09:39:13,2017-09-14 02:45:13,2017-09-15 16:12:44,2017-09-16 13:43:31,2017-09-25 00:00:00,Wednesday,September,2017,September-2017,delivered,546ffb713086001ce9f0009158f88b73-1
74895,5756666ccce49fda0eaf8b9cf57a9b74,1,63fb08cf132b7f4853ea46d9da527bf8,76fc8db57976ff47f0644cad53588d9f,21250,rio de janeiro,RJ,523786e175df56bf2e15436a6da66a5b,esporte_lazer,57.0,678.0,5.0,400.0,36.0,18.0,18.0,bc47d5d1490df2b36add65d733eafaba,santo andre,SP,9163,debit_card,1,1,26.0,15.28,41.28,2018-06-29 18:15:27,2018-06-22 16:08:01,2018-06-22 18:15:27,2018-06-26 10:13:00,2018-07-03 16:27:26,2018-08-02 00:00:00,Friday,June,2018,June-2018,delivered,5756666ccce49fda0eaf8b9cf57a9b74-1
32608,d54365a56c5a4a3addc1eed046256f96,1,f6b7b14d012c56fa8e843f6037924bfe,ec950ad4818edc3406de0104a6ca71a9,31010,belo horizonte,MG,dfa872802d781798321a10f1ddadea82,construcao_ferramentas_seguranca,58.0,1720.0,3.0,200.0,17.0,7.0,17.0,06e5eefc71ec47ae763c5c6f8db7064f,porto alegre,RS,91350,credit_card,1,10,299.98,18.81,318.79,2018-03-12 15:30:56,2018-03-06 14:45:15,2018-03-06 15:31:28,2018-03-14 02:42:04,2018-03-19 20:09:43,2018-03-29 00:00:00,Tuesday,March,2018,March-2018,delivered,d54365a56c5a4a3addc1eed046256f96-1
82076,156e0e7f977e10a4bb2c7c38fb56251b,1,ec27c0d300b09425d4ea35261ccb8b56,de61dd96a35b5a79020fbb4170b190c6,9450,rio grande da serra,SP,1f75be631e988bb0ad750e60e18d043b,beleza_saude,29.0,378.0,2.0,200.0,25.0,10.0,15.0,fd386aa7bed2af3c7035c65506c9b4a3,sao paulo,SP,4208,credit_card,1,1,13.99,7.39,21.38,2018-08-15 10:50:13,2018-08-13 10:37:14,2018-08-13 10:50:13,2018-08-13 19:17:00,2018-08-14 17:57:28,2018-08-17 00:00:00,Monday,August,2018,August-2018,delivered,156e0e7f977e10a4bb2c7c38fb56251b-1
73239,438f8c9a0abdfdd3401b52e89084c612,3,9f5d8c4f6c4ca201d03d3a9d50704f9a,7ae0e594289824e46584dbdd1aec993d,39900,almenara,MG,508d5e8ce8e79bb506f9f0c096b295c4,moveis_escritorio,19.0,930.0,1.0,12775.0,37.0,65.0,36.0,a7f13822ceb966b076af67121f87b063,itaquaquecetuba,SP,8577,credit_card,1,8,86.96,26.11,339.21,2017-02-20 17:50:16,2017-02-13 18:50:16,2017-02-13 19:03:08,2017-02-20 07:32:24,2017-03-02 15:38:06,2017-03-17 00:00:00,Monday,February,2017,February-2017,delivered,438f8c9a0abdfdd3401b52e89084c612-3
103834,0f3a5047f59b6a2df32f4471eedb41c5,1,857e85c32faf11787e893fcb5eeeea26,5443a969e8af57d9ad98e609c8c97751,2467,sao paulo,SP,1ca99da10c4b800de39096631ed2e773,esporte_lazer,48.0,1129.0,4.0,800.0,17.0,105.0,12.0,fdaaf5bfda82b7b80535610c831b8d09,sao jose do rio preto,SP,15015,credit_card,1,10,379.9,15.56,395.46,2017-11-08 12:30:22,2017-10-31 19:13:01,2017-11-01 12:30:22,2017-11-01 23:32:07,2017-11-07 15:48:34,2017-11-17 00:00:00,Tuesday,October,2017,October-2017,delivered,0f3a5047f59b6a2df32f4471eedb41c5-1
63786,55b2ad4123def9f023f3196c460badca,1,c813e3d2a88b76286dde28c40fe181c4,290caae6401545a3337819493aaa8163,22753,rio de janeiro,RJ,b84c4c7f1845f068f40e350865b803fa,beleza_saude,55.0,865.0,4.0,1400.0,42.0,12.0,11.0,01fdefa7697d26ad920e9e0346d4bd1b,londrina,PR,86050,credit_card,1,2,119.9,20.08,139.98,2018-02-19 14:08:01,2018-02-13 14:35:25,2018-02-13 15:08:01,2018-02-14 19:27:36,2018-03-19 18:46:31,2018-03-12 00:00:00,Tuesday,February,2018,February-2018,delivered,55b2ad4123def9f023f3196c460badca-1
92962,895ab968e7bb0d5659d16cd74cd1650c,1,270c23a11d024a44c896d1894b261a83,9a736b248f67d166d2fbb006bcb877c3,3227,sao paulo,SP,ebf9bc6cd600eadd681384e3116fda85,cama_mesa_banho,37.0,86.0,2.0,1300.0,50.0,9.0,41.0,822166ed1e47908f7cfb49946d03c726,tres rios,RJ,25803,voucher,12,1,12.99,23.21,16.7,2017-08-14 20:43:31,2017-08-08 20:26:31,2017-08-08 20:43:31,2017-08-10 11:58:14,2017-08-14 12:46:18,2017-08-30 00:00:00,Tuesday,August,2017,August-2017,delivered,895ab968e7bb0d5659d16cd74cd1650c-1
8440,a42852c445a4b9e072a1cf6e90210586,1,59ef7c50fcc758b78b09072d7ca5eefc,46c51ce6e24e741e88ca37942f0926ae,29980,pinheiros,ES,036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,5.0,300.0,17.0,4.0,12.0,ea8482cd71df3c1969d7b9473ff13abc,sao paulo,SP,4160,credit_card,1,3,37.99,18.23,56.22,2018-05-17 18:13:30,2018-05-13 17:50:50,2018-05-13 18:13:30,2018-05-15 15:04:00,2018-05-21 18:05:00,2018-06-05 00:00:00,Sunday,May,2018,May-2018,delivered,a42852c445a4b9e072a1cf6e90210586-1
